x1,x2,y
-0.372949085629872,-0.39091236217535563,1
-0.9514115553976691,0.054975088344826326,0
0.4650378794385619,-1.086006445201795,0
-0.2703571483091154,-0.4392743798248506,1
-0.4277764231472789,-0.2456823393510854,1
0.31271561334888476,-0.5564520118872174,1
0.7550984156452614,0.6454987655019392,0
0.14359998637027027,0.9287195636668739,0
-0.08305732090512967,1.0431476742471917,0
0.23671411746151982,-0.9232422241855275,0
-0.970691813280831,0.2715579929414212,0
-0.23721659984379748,0.19454812844363656,1
0.48403372439962095,-0.9482691427832273,0
0.15418052800540877,0.2469024668640347,1
0.4463357716145444,0.2099325849021883,1
0.4844122057114758,0.6178357553128885,1
-0.24034219566770243,0.924455197874415,0
-0.45229775602791167,-0.8165363261806312,0
-0.5962865936060756,-0.35914671824902233,1
0.524694756680027,0.7431692081245774,0
0.4085582804998942,0.21936335332725698,1
0.01115225218398364,1.0158510656930975,0
0.1925305708643368,-0.34944293129105475,1
0.5960178523344217,-0.35554436383768134,1
0.30091485436637566,-0.1806182182259893,1
-0.49674925790214336,0.02027288423113146,1
0.6240737515318099,-0.9419905153761864,0
-0.24262469462775588,-0.2942919454107475,1
0.49155609290266866,0.841261883399976,0
0.8904608239733481,-0.5240480243794096,0
-0.12006175772207642,-0.36624185101292034,1
-0.018209422726229565,-0.452437840955115,1
-0.4100600676529498,0.05135450470301858,1
-0.41291605529751546,-0.3006626179661513,1
0.7752549199476098,0.4891198079557073,0
0.3495751409977078,-0.3841290866821585,1
0.37080767573902673,-0.1829156170785898,1
0.10473487143000675,-0.4198618046421989,1
-0.8167343645609307,-0.46427806816149236,0
0.4054003882284327,-0.2470583614758663,1
-0.24260659747541616,-0.3401810370043805,1
-0.5827085578676667,-0.673332831181223,0
0.1023548518817859,-0.5481203600698494,1
-0.28410487855750743,-0.1486871817997949,1
-0.44244846688171646,-0.9657898522118618,0
1.0064353426652752,-0.43230272958468546,0
0.19589734903164496,0.43860242128185006,1
0.7252085516313999,0.6697493545272486,0
-1.1182270951114308,-0.1381286566971255,0
-1.1180468544571198,-0.5496976138993419,0
-0.6031430612509177,-0.14327988771685674,1
-0.34008278637875183,1.1874444993288313,0
0.3468953458333562,0.4512890120120565,1
-0.6736140152987437,0.7429993960934874,0
-0.1754688254213697,-0.5064170015095767,1
-1.0101806078107392,-0.07688872781564295,0
-1.022968419517209,0.4469569194493072,0
-0.7823181581827542,-0.5245123224382195,0
-0.05502790647313608,-0.9419149529297217,0
0.2944699838156808,1.006738057911162,0
-0.8191469538903894,0.10949836248443198,0
0.14111377298712902,1.1333894936821112,0
0.6248131848674735,-0.5814254306537244,0
0.628006445917237,0.48466429885014284,0
-0.4550113375432939,-0.9678632093943014,0
0.7225678974627983,-0.7398874518471936,0
0.8879607024668483,-0.3850459801668792,0
0.12484008017158185,1.0698916963748069,0
0.6026590169644535,0.06887434123060028,1
-0.4671052347591002,0.1813326369959741,1
0.11095060323531492,-0.9100584560445598,0
-0.43796886215008113,-0.11637391993419624,1
0.14147364672383259,-0.5855732312558721,1
0.2495796974567776,0.44028598905579946,1
-0.22185809454993802,0.4233079388285257,1
0.4207916352211678,0.8875957100346158,0
1.0665504582220036,-0.13977584822241446,0
0.897891180785565,-0.47169283485886476,0
-0.34041407042276783,0.7721418208516151,0
0.4505420456750985,0.12671916568650807,1
-0.8903652916551552,0.26482981983233633,0
1.0380125310480917,0.12471017200163922,0
0.877170574742584,0.5209011439604773,0
0.9183517749895921,-0.4831093778543282,0
0.20206782440413762,-0.9035449369128772,0
0.5209653836820292,-0.8916887733152133,0
0.8279476043125247,-0.6712347547362841,0
0.07347783760124803,-1.0179384757145569,0
0.5869366570852604,-0.21219246373469314,1
-0.1223353266969086,0.376183442999885,1
-0.20602523759351055,-0.8288983090122073,0
-0.12475618463858751,-0.4188449483383155,1
-0.22468663840405348,0.5256133329185559,1
0.482046766373516,0.44328420018631476,1
0.3768722025209355,-0.4580237727568938,1
-0.5237687544683137,-0.01646793286909401,1
0.008725360040259214,0.6968274471682994,1
0.400542779124426,0.2914105701224618,1
-0.29173152392931034,-0.453235370006525,1
-0.841969862989324,0.4930474268729288,0
-0.18199963887088477,0.9261407125849053,0
0.5864855316607589,0.7943898351404957,0
-0.13939929915789365,0.6357198056862405,1
0.40774117084114714,0.98526860214253,0
-0.000678853219335307,-0.3811242625875848,1
-0.7074201064459263,-0.8101392393653366,0
-0.8644573624775465,0.6353695238698422,0
0.3183586094546773,0.9184127586149677,0
1.0267647334376258,0.3787631951423618,0
0.05907146304099678,0.7813171492794242,0
0.8890159235372453,0.4666375945222319,0
-0.4338114788431181,0.35502386977786554,1
0.36025465758433356,-0.9288237195799178,0
0.3797669464870794,0.05361055965818394,1
-0.47651190875491134,-0.81064698139055,0
1.08458101826198,-0.15493317403021836,0
0.9555137828624907,0.017336730485447926,0
-0.15359133847561252,1.0376575988788876,0
0.7987661011513673,0.607097738900399,0
0.490752658541501,0.03601047903866261,1
0.21146353820315694,0.44512189829083454,1
0.5600558215385214,-0.09062356754493209,1
-0.7860663789595037,-0.6499887018480709,0
0.4702547824636169,0.5760097449897382,1
0.4173682855858697,0.4734037430097585,1
-0.2610022261343806,-0.5730907823228438,1
-0.38120008870075833,-0.13371210887319718,1
-0.8426976795644183,-0.06261713884389711,0
0.03162512548526114,0.8097198689639281,0
0.5976073127108852,0.38087683615999807,1
0.22310934119605225,0.486807297384525,1
-0.848878937450336,-0.26559545486420677,0
0.7429641767803083,-0.741798323340368,0
-0.41585236606727183,-0.8658132552456369,0
0.010106194664052305,0.37891558833299815,1
0.5237084149956969,-0.8529952466849114,0
-0.18199270853060587,-1.0268369252984983,0
0.5795145282643264,-0.03529134720134592,1
0.21822537852201224,0.5666921929310655,1
-0.768846004854094,0.7050545703457866,0
0.5956960577103886,0.8329446957415386,0
0.3283300878760793,0.3526223016554878,1
0.33940699754041886,0.46421751744137246,1
0.6118213609844634,0.14389008122731817,1
0.44586714121573956,0.21385930901126693,1
0.25983807730891084,0.3756381270798941,1
-0.07774978444660938,0.4702664433456829,1
-0.5965564837849624,0.11298708280847945,1
-0.40793222935176165,0.32065581233773616,1
-0.07127693047053127,-0.5174338444524467,1
0.08946835533171554,-0.39231094959806856,1
-0.3965542645695533,0.07018717739827277,1
-0.2679872875161246,-0.838225605727634,0
0.5333294737653673,-0.7445410961654685,0
0.20517754898662258,0.9541279881681727,0
-0.055378317750578665,1.007191466398657,0
-0.07849977318643261,1.2059485303253021,0
0.21588058535695842,0.21485974611468156,1
-0.39560413862372945,0.8769450694045455,0
-0.6089842814490068,0.6993035252507898,0
0.31924113495290785,0.5423709648128564,1
-0.4402845154667552,-1.0848205121709036,0
-0.5243688914093372,-0.128090915430008,1
0.1651111482320582,0.9866879694285149,0
-0.9352470464679202,-0.2664630573753323,0
-0.7641075706577012,0.8293308024534821,0
0.8731947233439739,0.3552030154432842,0
-0.7089822255219416,0.9249143772367564,0
0.4023451894462641,-0.8733037787574214,0
-0.3237432797559598,0.9485141123671789,0
0.5843167012371141,0.8892957848468072,0
-0.22295893966454985,-0.4306221520987654,1
-0.04788680690098754,-0.8999945023365056,0
-1.1132471675014426,-0.21134369917821816,0
-0.2549894625726504,-0.5317483255750917,1
-0.007087265369616819,-0.33111246243577586,1
-0.7537595232046586,0.3891813511303121,0
0.48791505567667975,0.9679265394602372,0
-1.0534393719590822,-0.5023055203257765,0
0.25270577504128616,0.5834882806836518,1
-0.39168238198572447,-0.3506735569379559,1
-0.34874359574686326,0.19784467602365446,1
-1.0538542517706857,0.1686555580441399,0
-0.21500642570514117,-0.8880636668719799,0
-0.32420513066171813,-0.9561886134163794,0
-0.707108004989939,-0.28731059876206566,0
-0.5503798328824773,-0.6697284607995438,0
0.9879617850153917,-0.21892546050339498,0
0.015988226392355975,0.5194171076550886,1
0.4074397655042661,-0.06317444172875006,1
0.8902506273475611,0.5775682209819957,0
-0.32188587021259285,-0.2683238755573352,1
0.16107320222916932,-0.5965770220227703,1
0.023565641420034922,-0.9141008374315835,0
-1.0085450931205244,-0.5268777882174134,0
-0.7204924713646274,-0.7901254221878388,0
-0.9150335347975893,-0.3813399042825391,0
0.2071823424504846,0.2790762721818232,1
-0.27418821005288474,0.9649349315502702,0
0.7847788573622939,-0.4566875702524318,0
-0.4146734001286488,-0.41458069232370454,1
0.3294262937580369,-0.23892252643525852,1
-0.8788737216291012,-0.17072511154220285,0
-0.11721181350094063,-0.5773917013912232,1
-0.21150735244818225,-1.0450966465669111,0
-0.5704165603771054,0.5733759845757078,0
0.5329228109703443,-0.7332583275873616,0
